id,reg_date,user,day,people,plane,acc,activity
1380,2021-05-03,123,4,1,"9,210",15,"9,4,3,15"
1381,2021-05-03,24,5,7,"9,182",16,"25,26,19,11,9"
1382,2021-05-03,24,2,7,"277,256",12,"12,11"
1383,2021-05-03,71,4,1,"1,90",4,"11,10,2,9"
1384,2021-05-03,94,4,7,"4,156",3,"16,14,13,6"
1385,2021-05-03,162,3,7,"156,48",19,"23,28,19"
1386,2021-05-03,82,4,3,"180,192",2,"19,18,5,31"
1387,2021-05-03,34,5,5,"142,162",3,"31,19,18,10,9"
1388,2021-05-03,104,3,7,"9,182",3,"1,5,17"
1389,2021-05-03,66,3,5,"4,62",13,"15,19,24"
1390,2021-05-03,166,4,7,"180,192",14,"14,15,19,20"
1391,2021-05-03,107,4,1,"8,52",18,"7,8,14,16"
1392,2021-05-04,124,4,5,"8,79",16,"18,19,21,25"
1393,2021-05-04,25,4,5,"9,210",13,"7,8,14,16"
1394,2021-05-04,25,3,1,"42,190",13,"23,26,27"
1395,2021-05-04,72,4,5,"3,36",3,"9,4,3,15"
1396,2021-05-04,95,4,5,"4,62",5,"6,5,11,13"
1397,2021-05-04,163,4,1,"48,79",2,"14,15,19,20"
1398,2021-05-04,83,5,5,"172,220",12,"31,14,15,16"
1399,2021-05-04,35,4,7,"180,192",5,"18,19,21,23"
1400,2021-05-04,105,5,5,"9,210",5,"3,4,19,24"
1401,2021-05-04,67,4,3,"3,78",14,"26,27,28,5"
1402,2021-05-04,167,4,4,"172,220",15,"21,22,24"
1403,2021-05-04,108,2,5,"9,162",17,"20,26"
1404,2021-05-05,125,5,7,"9,126",13,"25,29,31,12"
1405,2021-05-05,26,2,2,"8,79",8,"20,26"
1406,2021-05-05,26,4,2,"160,187",14,"28,29,6"
1407,2021-05-05,73,4,7,"38,91",5,"18,19,21,25"
1408,2021-05-05,96,5,2,"3,78",5,"27,23,25,1"
1409,2021-05-05,164,4,2,"65,45",4,"21,22,24"
1410,2021-05-05,84,5,6,"277,256",19,"20,21,26,4"
1411,2021-05-05,36,2,4,"172,220",6,"22,24"
1412,2021-05-05,106,5,2,"8,79",6,"25,26,19,11,9"
1413,2021-05-05,181,4,5,"28,150",15,"6,10,12,18"
1414,2021-05-05,168,4,5,"277,256",16,"19,18,5,31"
1415,2021-05-05,109,3,7,"4,156",1,"23,28,19"
1416,2021-05-06,126,5,8,"8,52",8,"7,6,15,18,29"
1417,2021-05-06,27,3,3,"9,126",9,"23,28,19"
1418,2021-05-06,27,4,3,"3,135",15,"16,14,13,6"
1419,2021-05-06,74,5,8,"126,189",5,"25,29,31,12"
1420,2021-05-06,97,5,3,"32,142",1,"9,8,12,14,21"
1421,2021-05-06,165,4,3,"43,82",5,"19,18,5,31"
1422,2021-05-06,85,3,7,"42,190",18,"12,16,8"
1423,2021-05-06,37,3,5,"277,256",8,"25,29"
1424,2021-05-06,107,4,5,"9,126",8,"7,8,14,16"
1425,2021-05-06,2,3,2,"153,167",16,"24,23,30"
1426,2021-05-06,42,5,2,"42,190",17,"31,14,15,16"
1427,2021-05-06,110,4,8,"4,62",2,"14,15,19,20"
1428,2021-05-07,127,3,3,"9,162",9,"25,24,13"
1429,2021-05-07,28,4,4,"8,52",7,"14,15,19,20"
1430,2021-05-07,28,4,5,"9,182",16,"6,5,11,13"
1431,2021-05-07,75,5,3,"123,178",1,"7,6,15,18,29"
1432,2021-05-07,98,3,4,"145,151",3,"21,23,24"
1433,2021-05-07,166,5,5,"81,46",8,"31,14,15,16"
1434,2021-05-07,86,2,5,"160,187",17,"1,9"
1435,2021-05-07,38,4,2,"42,190",9,"11,10,2,9"
1436,2021-05-07,108,2,7,"8,52",9,"20,26"
1437,2021-05-07,3,5,3,"142,162",17,"30,31,4,7"
1438,2021-05-07,43,5,3,"160,187",18,"20,21,26,4"
1439,2021-05-07,111,4,3,"3,78",3,"21,22,24"
1440,2021-05-08,128,2,4,"4,156",7,"11,12"
1441,2021-05-08,29,4,2,"9,162",5,"21,22,24"
1442,2021-05-08,29,5,6,"9,210",17,"27,23,25,1"
1443,2021-05-08,76,3,4,"189,230",3,"25,24,13"
1444,2021-05-08,99,2,2,"28,150",5,"7,6"
1445,2021-05-08,167,5,6,"32,142",9,"20,21,26,4"
1446,2021-05-08,87,3,2,"3,135",1,"15,16,25"
1447,2021-05-08,39,4,3,"160,187",1,"9,4,3,15"
1448,2021-05-08,109,3,4,"9,162",1,"23,28,19"
1449,2021-05-08,4,5,4,"180,192",18,"31,19,18,10,9"
1450,2021-05-08,44,3,4,"3,135",19,"12,16,8"
1451,2021-05-08,112,4,4,"32,142",4,"19,18,5,31"
1452,2021-05-09,129,3,6,"4,62",5,"5,7,8"
1453,2021-05-09,30,4,6,"4,156",4,"19,18,5,31"
1454,2021-05-09,30,5,7,"8,79",18,"9,8,12,14,21"
1455,2021-05-09,77,2,6,"230,277",5,"11,12"
1456,2021-05-09,100,3,6,"153,167",6,"15,19,24"
1457,2021-05-09,168,3,7,"145,151",11,"12,16,8"
1458,2021-05-09,88,4,5,"9,182",2,"17,19,31"
1459,2021-05-09,40,4,4,"3,135",7,"18,19,21,25"
1460,2021-05-09,110,4,5,"4,156",7,"14,15,19,20"
1461,2021-05-09,5,4,2,"172,220",19,"18,19,21,23"
1462,2021-05-09,45,2,2,"9,182",2,"1,9"
1463,2021-05-09,113,5,6,"145,151",5,"31,14,15,16"
1464,2021-05-10,130,4,5,"3,78",4,"4,6,13,19"
1465,2021-05-10,31,5,1,"4,62",3,"31,14,15,16"
1466,2021-05-10,31,3,5,"9,126",19,"21,23,24"
1467,2021-05-10,78,3,5,"156,48",6,"5,7,8"
1468,2021-05-10,101,4,1,"142,162",8,"26,27,28,5"
1469,2021-05-10,42,2,5,"28,150",15,"1,9"
1470,2021-05-10,89,4,7,"9,210",3,"30,16,28"
1471,2021-05-10,41,5,2,"9,182",5,"25,29,31,12"
1472,2021-05-10,111,4,2,"4,62",5,"21,22,24"
1473,2021-05-10,6,2,6,"277,256",2,"22,24"
1474,2021-05-10,46,3,6,"9,210",4,"15,16,25"
1475,2021-05-10,114,5,5,"28,150",6,"20,21,26,4"
1476,2021-05-11,131,4,3,"32,142",3,"18,17,2"
1477,2021-05-11,32,5,5,"3,78",5,"20,21,26,4"
1478,2021-05-11,32,2,2,"8,52",2,"7,6"
1479,2021-05-11,79,4,3,"48,79",8,"4,6,13,19"
1480,2021-05-11,102,4,5,"180,192",9,"6,10,12,18"
1481,2021-05-11,43,3,2,"153,167",16,"15,16,25"
1482,2021-05-11,90,3,4,"8,79",4,"28,20,19"
1483,2021-05-11,42,5,6,"9,210",2,"7,6,15,18,29"
1484,2021-05-11,112,4,3,"3,78",2,"19,18,5,31"
1485,2021-05-11,7,3,1,"42,190",4,"25,29"
1486,2021-05-11,47,4,1,"8,79",5,"17,19,31"
1487,2021-05-11,115,3,3,"153,167",7,"12,16,8"
1488,2021-05-12,132,3,4,"145,151",5,"1,5,17"
1489,2021-05-12,33,3,7,"32,142",5,"12,16,8"
1490,2021-05-12,33,3,5,"9,162",4,"15,19,24"
1491,2021-05-12,80,4,4,"65,45",9,"18,17,2"
1492,2021-05-12,103,3,7,"172,220",1,"24,23,30"
1493,2021-05-12,44,4,5,"142,162",13,"17,19,31"
1494,2021-05-12,91,5,6,"9,126",5,"15,17,28,30,16"
1495,2021-05-12,43,3,1,"8,79",12,"25,24,13"
1496,2021-05-12,113,5,4,"32,142",12,"31,14,15,16"
1497,2021-05-12,8,4,5,"160,187",5,"11,10,2,9"
1498,2021-05-12,48,4,5,"9,126",8,"30,16,28"
1499,2021-05-12,116,2,4,"142,162",8,"1,9"
1500,2021-05-13,133,5,7,"28,150",5,"3,4,19,24"
1501,2021-05-13,34,2,8,"145,151",1,"1,9"
1502,2021-05-13,34,4,7,"4,156",5,"26,27,28,5"
1503,2021-05-13,81,3,7,"43,82",1,"1,5,17"
1504,2021-05-13,104,5,8,"277,256",7,"30,31,4,7"
1505,2021-05-13,45,4,7,"180,192",8,"30,16,28"
1506,2021-05-13,92,5,1,"8,52",6,"18,19,20,21,4"
1507,2021-05-13,44,2,5,"9,126",19,"11,12"
1508,2021-05-13,114,5,2,"145,151",19,"20,21,26,4"
1509,2021-05-13,9,4,7,"3,135",8,"9,4,3,15"
1510,2021-05-13,49,3,7,"8,52",9,"28,20,19"
1511,2021-05-13,117,3,7,"180,192",9,"15,16,25"
1512,2021-05-14,134,5,1,"153,167",1,"25,26,19,11,9"
1513,2021-05-14,35,3,3,"28,150",3,"15,16,25"
1514,2021-05-14,35,4,4,"4,62",8,"6,10,12,18"
1515,2021-05-14,82,5,1,"81,46",7,"3,4,19,24"
1516,2021-05-14,105,5,3,"42,190",5,"31,19,18,10,9"
1517,2021-05-14,46,3,4,"172,220",9,"28,20,19"
1518,2021-05-14,93,4,5,"9,162",7,"1,6,29"
1519,2021-05-14,45,3,7,"8,52",18,"5,7,8"
1520,2021-05-14,115,3,6,"28,150",18,"12,16,8"
1521,2021-05-14,10,4,8,"9,182",9,"18,19,21,25"
1522,2021-05-14,50,5,5,"9,162",11,"15,17,28,30,16"
1523,2021-05-14,118,4,1,"172,220",10,"17,19,31"
1524,2021-05-15,135,4,2,"142,162",3,"7,8,14,16"
1525,2021-05-15,36,4,4,"153,167",5,"17,19,31"
1526,2021-05-15,36,3,5,"3,78",9,"24,23,30"
1527,2021-05-15,83,5,2,"35,98",5,"25,26,19,11,9"
1528,2021-05-15,106,4,4,"160,187",2,"18,19,21,23"
1529,2021-05-15,47,5,5,"277,256",7,"15,17,28,30,16"
1530,2021-05-15,94,3,7,"4,156",8,"3,5,28"
1531,2021-05-15,46,4,5,"9,162",17,"4,6,13,19"
1532,2021-05-15,116,2,1,"153,167",17,"1,9"
1533,2021-05-15,11,5,3,"9,210",11,"25,29,31,12"
1534,2021-05-15,51,5,2,"4,156",15,"18,19,20,21,4"
1535,2021-05-15,119,4,2,"277,256",11,"30,16,28"
1536,2021-05-16,136,2,3,"180,192",5,"20,26"
1537,2021-05-16,37,4,6,"142,162",6,"30,16,28"
1538,2021-05-16,37,5,2,"32,142",11,"30,31,4,7"
1539,2021-05-16,84,4,3,"65,72",2,"7,8,14,16"
1540,2021-05-16,107,2,6,"3,135",12,"22,24"
1541,2021-05-16,48,5,2,"42,190",5,"18,19,20,21,4"
1542,2021-05-16,95,5,8,"4,62",9,"13,18,26,24"
1543,2021-05-16,47,4,2,"4,156",1,"18,17,2"
1544,2021-05-16,117,3,5,"142,162",1,"15,16,25"
1545,2021-05-16,12,5,4,"8,79",15,"7,6,15,18,29"
1546,2021-05-16,52,3,3,"4,62",16,"23,26,27"
1547,2021-05-16,120,3,3,"42,190",12,"28,20,19"
1548,2021-05-17,137,3,5,"172,220",6,"23,28,19"
1549,2021-05-17,38,3,5,"180,192",8,"28,20,19"
1550,2021-05-17,38,5,3,"145,151",15,"31,19,18,10,9"
1551,2021-05-17,85,2,5,"48,23",12,"20,26"
1552,2021-05-17,108,3,5,"9,182",19,"25,29"
1553,2021-05-17,49,4,3,"160,187",4,"1,6,29"
1554,2021-05-17,96,5,3,"3,78",10,"14,18,28,31"
1555,2021-05-17,48,3,3,"4,62",2,"1,5,17"
1556,2021-05-17,118,4,7,"180,192",2,"17,19,31"
1557,2021-05-17,13,3,6,"9,126",16,"25,24,13"
1558,2021-05-17,53,4,4,"3,78",13,"28,29,6"
1559,2021-05-17,121,5,5,"160,187",13,"15,17,28,30,16"
1560,2021-05-18,138,4,6,"277,256",8,"14,15,19,20"
1561,2021-05-18,39,5,3,"172,220",9,"15,17,28,30,16"
1562,2021-05-18,39,4,4,"28,150",16,"18,19,21,23"
1563,2021-05-18,86,3,6,"156,190",19,"23,28,19"
1564,2021-05-18,109,4,3,"9,210",18,"11,10,2,9"
1565,2021-05-18,50,3,4,"3,135",3,"3,5,28"
1566,2021-05-18,97,4,4,"28,150",11,"2,9,19,20"
1567,2021-05-18,49,5,4,"3,78",3,"3,4,19,24"
1568,2021-05-18,119,4,5,"172,220",3,"30,16,28"
1569,2021-05-18,14,2,5,"8,52",13,"11,12"
1570,2021-05-18,54,4,2,"32,142",8,"16,14,13,6"
1571,2021-05-18,122,5,6,"3,135",14,"18,19,20,21,4"
1572,2021-05-19,139,4,7,"42,190",9,"21,22,24"
1573,2021-05-19,40,5,4,"277,256",1,"18,19,20,21,4"
1574,2021-05-19,40,2,2,"153,167",13,"22,24"
1575,2021-05-19,87,4,7,"184,230",18,"14,15,19,20"
1576,2021-05-19,110,4,4,"8,79",17,"9,4,3,15"
1577,2021-05-19,51,5,2,"9,182",5,"13,18,26,24"
1578,2021-05-19,98,2,6,"153,167",12,"12,11"
1579,2021-05-19,50,5,2,"32,142",4,"25,26,19,11,9"
1580,2021-05-19,120,3,2,"277,256",4,"28,20,19"
1581,2021-05-19,15,3,3,"9,162",8,"5,7,8"
1582,2021-05-19,55,4,6,"145,151",9,"6,5,11,13"
1583,2021-05-19,123,4,7,"9,182",15,"1,6,29"
1584,2021-05-20,140,4,5,"160,187",1,"19,18,5,31"
1585,2021-05-20,41,3,7,"42,190",7,"23,26,27"
1586,2021-05-20,41,3,6,"142,162",8,"25,29"
1587,2021-05-20,88,4,5,"167,199",17,"21,22,24"
1588,2021-05-20,111,4,7,"9,126",1,"18,19,21,25"
1589,2021-05-20,52,5,6,"9,210",5,"14,18,28,31"
1590,2021-05-20,99,3,5,"142,162",13,"23,26,27"
1591,2021-05-20,51,4,6,"145,151",5,"7,8,14,16"
1592,2021-05-20,121,5,3,"42,190",5,"15,17,28,30,16"
1593,2021-05-20,16,4,4,"4,156",9,"4,6,13,19"
1594,2021-05-20,56,5,1,"28,150",7,"27,23,25,1"
1595,2021-05-20,124,3,5,"9,210",16,"3,5,28"
1596,2021-05-21,141,5,2,"3,135",7,"31,14,15,16"
1597,2021-05-21,42,4,1,"160,187",5,"28,29,6"
1598,2021-05-21,42,4,1,"180,192",9,"11,10,2,9"
1599,2021-05-21,89,4,2,"183,260",1,"19,18,5,31"
1600,2021-05-21,112,5,1,"8,52",2,"25,29,31,12"
1601,2021-05-21,53,4,1,"8,79",1,"2,9,19,20"
1602,2021-05-21,100,4,3,"180,192",14,"28,29,6"
1603,2021-05-21,52,2,1,"28,150",6,"20,26"
1604,2021-05-21,122,5,4,"160,187",6,"18,19,20,21,4"
1605,2021-05-21,17,4,7,"4,62",7,"18,17,2"
1606,2021-05-21,57,5,5,"153,167",5,"9,8,12,14,21"
1607,2021-05-21,125,5,2,"8,79",17,"13,18,26,24"
1608,2021-05-22,142,5,5,"9,182",5,"20,21,26,4"
1609,2021-05-22,43,4,2,"3,135",2,"16,14,13,6"
1610,2021-05-22,43,4,5,"172,220",7,"9,4,3,15"
1611,2021-05-22,90,5,5,"230,245",2,"31,14,15,16"
1612,2021-05-22,113,5,2,"9,162",3,"7,6,15,18,29"
1613,2021-05-22,54,2,5,"9,126",3,"12,11"
1614,2021-05-22,101,4,4,"172,220",15,"16,14,13,6"
1615,2021-05-22,53,3,5,"153,167",7,"23,28,19"
1616,2021-05-22,123,4,2,"3,135",7,"1,6,29"
1617,2021-05-22,18,3,1,"3,78",5,"1,5,17"
1618,2021-05-22,58,3,7,"142,162",4,"21,23,24"
1619,2021-05-22,126,5,5,"9,126",18,"14,18,28,31"
1620,2021-05-23,143,3,7,"9,210",2,"12,16,8"
1621,2021-05-23,44,4,3,"9,182",12,"6,5,11,13"
1622,2021-05-23,44,4,7,"277,256",5,"18,19,21,25"
1623,2021-05-23,91,5,7,"32,142",3,"20,21,26,4"
1624,2021-05-23,114,3,3,"4,156",4,"25,24,13"
1625,2021-05-23,55,3,7,"8,52",5,"23,26,27"
1626,2021-05-23,102,4,7,"277,256",16,"6,5,11,13"
1627,2021-05-23,54,4,7,"142,162",8,"14,15,19,20"
1628,2021-05-23,124,3,6,"9,182",8,"3,5,28"
1629,2021-05-23,19,5,2,"32,142",4,"3,4,19,24"
1630,2021-05-23,59,3,8,"180,192",3,"11,15,13"
1631,2021-05-23,127,4,7,"8,52",19,"2,9,19,20"
1632,2021-05-24,144,2,4,"8,79",12,"1,9"
1633,2021-05-24,45,5,5,"9,210",19,"27,23,25,1"
1634,2021-05-24,45,5,5,"42,190",4,"25,29,31,12"
1635,2021-05-24,92,3,4,"145,151",4,"12,16,8"
1636,2021-05-24,115,2,5,"4,62",5,"11,12"
1637,2021-05-24,56,4,5,"9,162",6,"28,29,6"
1638,2021-05-24,103,5,1,"42,190",17,"27,23,25,1"
1639,2021-05-24,55,4,8,"180,192",9,"21,22,24"
1640,2021-05-24,125,5,1,"9,210",9,"13,18,26,24"
1641,2021-05-24,20,5,3,"145,151",3,"25,26,19,11,9"
1642,2021-05-24,60,4,3,"172,220",5,"15,16,9,21"
1643,2021-05-24,128,2,4,"9,162",2,"12,11"
1644,2021-05-25,145,3,6,"9,126",19,"15,16,25"
1645,2021-05-25,46,5,6,"8,79",18,"9,8,12,14,21"
1646,2021-05-25,46,5,2,"160,187",3,"7,6,15,18,29"
1647,2021-05-25,93,2,6,"28,150",5,"1,9"
1648,2021-05-25,116,3,6,"3,78",6,"5,7,8"
1649,2021-05-25,57,4,2,"4,156",8,"16,14,13,6"
1650,2021-05-25,104,5,2,"160,187",18,"9,8,12,14,21"
1651,2021-05-25,56,4,3,"172,220",10,"19,18,5,31"
1652,2021-05-25,126,5,5,"8,79",10,"14,18,28,31"
1653,2021-05-25,21,4,5,"28,150",5,"7,8,14,16"
1654,2021-05-25,61,4,4,"277,256",5,"21,31,30"
1655,2021-05-25,129,3,5,"4,156",4,"23,26,27"
1656,2021-05-26,146,4,1,"8,52",18,"17,19,31"
1657,2021-05-26,47,3,7,"9,126",17,"21,23,24"
1658,2021-05-26,47,3,3,"3,135",5,"25,24,13"
1659,2021-05-26,94,3,1,"153,167",6,"15,16,25"
1660,2021-05-26,117,4,7,"28,150",7,"4,6,13,19"
1661,2021-05-26,58,4,3,"4,62",9,"6,5,11,13"
1662,2021-05-26,105,3,3,"3,135",19,"21,23,24"
1663,2021-05-26,57,5,4,"277,256",11,"31,14,15,16"
1664,2021-05-26,127,4,7,"9,126",11,"2,9,19,20"
1665,2021-05-26,22,2,6,"153,167",5,"20,26"
1666,2021-05-26,62,3,6,"42,190",1,"26,27,18"
1667,2021-05-26,130,4,2,"4,62",5,"28,29,6"
1668,2021-05-27,147,4,5,"9,162",17,"30,16,28"
1669,2021-05-27,48,2,5,"8,52",1,"7,6"
1670,2021-05-27,48,2,4,"9,182",5,"11,12"
1671,2021-05-27,95,4,5,"142,162",7,"17,19,31"
1672,2021-05-27,118,4,5,"153,167",8,"18,17,2"
1673,2021-05-27,59,5,4,"3,78",1,"27,23,25,1"
1674,2021-05-27,106,2,5,"9,182",1,"7,6"
1675,2021-05-27,58,5,6,"42,190",12,"20,21,26,4"
1676,2021-05-27,128,2,8,"8,52",12,"12,11"
1677,2021-05-27,23,3,7,"142,162",1,"23,28,19"
1678,2021-05-27,63,5,5,"160,187",3,"18,4,5,6,19"
1679,2021-05-27,131,4,3,"3,78",8,"16,14,13,6"
1680,2021-05-28,148,3,7,"4,156",1,"28,20,19"
1681,2021-05-28,49,3,2,"9,162",2,"15,19,24"
1682,2021-05-28,49,3,2,"9,210",1,"5,7,8"
1683,2021-05-28,96,4,7,"180,192",8,"30,16,28"
1684,2021-05-28,119,3,2,"142,162",9,"1,5,17"
1685,2021-05-28,60,5,2,"32,142",7,"9,8,12,14,21"
1686,2021-05-28,107,3,6,"9,210",3,"15,19,24"
1687,2021-05-28,59,3,5,"160,187",13,"12,16,8"
1688,2021-05-28,129,3,3,"9,162",13,"23,26,27"
1689,2021-05-28,24,4,5,"180,192",3,"14,15,19,20"
1690,2021-05-28,64,5,3,"3,135",5,"19,21,25,26"
1691,2021-05-28,132,4,4,"1,90",9,"6,5,11,13"
1692,2021-05-29,149,5,8,"4,62",2,"15,17,28,30,16"
1693,2021-05-29,50,4,5,"4,156",3,"26,27,28,5"
1694,2021-05-29,50,4,6,"8,79",3,"4,6,13,19"
1695,2021-05-29,97,3,8,"172,220",9,"28,20,19"
1696,2021-05-29,120,5,5,"180,192",10,"3,4,19,24"
1697,2021-05-29,61,3,6,"145,151",5,"21,23,24"
1698,2021-05-29,108,4,7,"8,79",5,"26,27,28,5"
1699,2021-05-29,60,2,3,"3,135",14,"1,9"
1700,2021-05-29,130,4,4,"4,156",14,"28,29,6"
1701,2021-05-29,25,4,2,"172,220",5,"21,22,24"
1702,2021-05-29,65,4,4,"9,182",6,"26,28,29,15"
1703,2021-05-29,133,5,2,"3,36",11,"27,23,25,1"
1704,2021-05-30,150,5,3,"3,78",3,"18,19,20,21,4"
1705,2021-05-30,51,4,7,"4,62",4,"6,10,12,18"
1706,2021-05-30,51,4,1,"9,126",5,"18,17,2"
1707,2021-05-30,98,5,3,"277,256",10,"15,17,28,30,16"
1708,2021-05-30,121,5,7,"172,220",11,"25,26,19,11,9"
1709,2021-05-30,62,2,1,"28,150",2,"7,6"
1710,2021-05-30,109,4,5,"9,126",6,"6,10,12,18"
1711,2021-05-30,61,3,4,"9,182",15,"15,16,25"
1712,2021-05-30,131,4,6,"4,62",15,"16,14,13,6"
1713,2021-05-30,26,4,5,"277,256",6,"19,18,5,31"
1714,2021-05-30,66,2,7,"9,210",8,"1,5"
1715,2021-05-30,134,5,6,"38,91",15,"9,8,12,14,21"
1716,2021-05-31,151,4,4,"32,142",4,"1,6,29"
1717,2021-05-31,52,3,4,"3,78",5,"24,23,30"
1718,2021-05-31,52,3,5,"8,52",6,"1,5,17"
1719,2021-05-31,99,5,4,"42,190",11,"18,19,20,21,4"
1720,2021-05-31,122,4,4,"277,256",12,"7,8,14,16"
1721,2021-05-31,63,3,5,"153,167",12,"15,19,24"
1722,2021-05-31,110,3,2,"8,52",8,"24,23,30"
1723,2021-05-31,62,4,7,"9,210",16,"17,19,31"
1724,2021-05-31,132,4,5,"3,78",16,"6,5,11,13"
1725,2021-05-31,27,5,7,"42,190",8,"31,14,15,16"
1726,2021-05-31,67,3,1,"8,79",9,"1,6,9"
1727,2021-05-31,135,3,1,"126,189",16,"21,23,24"
1728,2021-06-01,152,3,6,"145,151",5,"3,5,28"
1729,2021-06-01,53,5,5,"1,90",6,"30,31,4,7"
1730,2021-06-01,53,5,7,"9,162",8,"3,4,19,24"
1731,2021-06-01,100,4,6,"160,187",12,"1,6,29"
1732,2021-06-01,123,2,5,"42,190",13,"20,26"
1733,2021-06-01,64,4,7,"142,162",19,"26,27,28,5"
1734,2021-06-01,111,5,5,"9,162",9,"30,31,4,7"
1735,2021-06-01,63,4,1,"8,79",17,"30,16,28"
1736,2021-06-01,133,5,3,"28,150",17,"27,23,25,1"
1737,2021-06-01,28,5,4,"160,187",9,"20,21,26,4"
1738,2021-06-01,68,4,2,"9,126",1,"9,8,4,1"
1739,2021-06-01,136,2,5,"123,178",13,"7,6"
1740,2021-06-02,153,5,5,"28,150",6,"13,18,26,24"
1741,2021-06-02,54,5,2,"3,36",7,"31,19,18,10,9"
1742,2021-06-02,54,5,8,"4,156",9,"25,26,19,11,9"
1743,2021-06-02,101,3,5,"3,135",13,"3,5,28"
1744,2021-06-02,124,3,2,"160,187",14,"23,28,19"
1745,2021-06-02,65,4,8,"180,192",18,"6,10,12,18"
1746,2021-06-02,112,5,7,"4,156",1,"31,19,18,10,9"
1747,2021-06-02,64,3,2,"9,126",18,"28,20,19"
1748,2021-06-02,134,5,4,"153,167",18,"9,8,12,14,21"
1749,2021-06-02,29,3,5,"3,135",1,"12,16,8"
1750,2021-06-02,69,4,3,"8,52",7,"1,3,8,18"
1751,2021-06-02,137,3,7,"189,230",8,"15,19,24"
1752,2021-06-03,154,5,3,"153,167",7,"14,18,28,31"
1753,2021-06-03,55,4,3,"38,91",8,"18,19,21,23"
1754,2021-06-03,55,4,3,"4,62",1,"7,8,14,16"
1755,2021-06-03,102,5,3,"9,182",14,"13,18,26,24"
1756,2021-06-03,125,4,3,"3,135",15,"14,15,19,20"
1757,2021-06-03,66,3,3,"172,220",17,"24,23,30"
1758,2021-06-03,113,4,4,"4,62",7,"18,19,21,23"
1759,2021-06-03,65,5,3,"8,52",19,"15,17,28,30,16"
1760,2021-06-03,135,3,7,"142,162",19,"21,23,24"
1761,2021-06-03,30,2,2,"9,182",7,"1,9"
1762,2021-06-03,70,4,5,"9,162",5,"18,19,5,28"
1763,2021-06-03,138,4,4,"230,277",9,"26,27,28,5"
1764,2021-06-04,155,4,4,"142,162",8,"2,9,19,20"
1765,2021-06-04,56,2,4,"126,189",9,"22,24"
1766,2021-06-04,56,2,4,"3,78",7,"20,26"
1767,2021-06-04,103,5,4,"9,210",15,"14,18,28,31"
1768,2021-06-04,126,4,4,"9,182",16,"21,22,24"
1769,2021-06-04,67,5,4,"277,256",1,"30,31,4,7"
1770,2021-06-04,114,2,5,"3,78",5,"22,24"
1771,2021-06-04,66,5,5,"9,162",1,"18,19,20,21,4"
1772,2021-06-04,136,2,1,"180,192",2,"7,6"
1773,2021-06-04,31,3,3,"9,210",5,"15,16,25"
1774,2021-06-04,71,4,6,"4,156",2,"1,6,29"
1775,2021-06-04,139,4,6,"156,48",7,"6,10,12,18"
1776,2021-06-05,156,2,7,"180,192",9,"12,11"
1777,2021-06-05,57,3,2,"123,178",10,"25,29"
1778,2021-06-05,57,3,6,"28,150",5,"23,28,19"
1779,2021-06-05,104,4,7,"8,79",16,"2,9,19,20"
1780,2021-06-05,127,4,2,"9,210",17,"19,18,5,31"
1781,2021-06-05,68,5,6,"42,190",2,"31,19,18,10,9"
1782,2021-06-05,115,3,2,"32,142",2,"25,29"
1783,2021-06-05,67,4,6,"4,156",3,"1,6,29"
1784,2021-06-05,137,3,2,"172,220",4,"15,19,24"
1785,2021-06-05,32,4,4,"8,79",2,"17,19,31"
1786,2021-06-05,72,3,7,"4,62",12,"3,5,28"
1787,2021-06-05,182,3,5,"48,79",5,"24,23,30"
1788,2021-06-06,157,3,1,"172,220",10,"23,26,27"
1789,2021-06-06,58,4,6,"189,230",11,"11,10,2,9"
1790,2021-06-06,58,4,5,"153,167",2,"14,15,19,20"
1791,2021-06-06,105,2,1,"9,126",17,"12,11"
1792,2021-06-06,128,5,6,"8,79",18,"31,14,15,16"
1793,2021-06-06,69,4,5,"160,187",3,"18,19,21,23"
1794,2021-06-06,116,4,3,"145,151",12,"11,10,2,9"
1795,2021-06-06,68,3,7,"4,62",5,"3,5,28"
1796,2021-06-06,138,4,3,"277,256",5,"26,27,28,5"
1797,2021-06-06,33,4,2,"9,126",12,"30,16,28"
1798,2021-06-06,73,5,5,"3,78",19,"13,18,26,24"
1799,2021-06-06,2,5,3,"65,45",10,"30,31,4,7"
1800,2021-06-07,158,4,2,"277,256",11,"28,29,6"
1801,2021-06-07,59,4,1,"230,277",12,"9,4,3,15"
1802,2021-06-07,59,4,3,"142,162",12,"21,22,24"
1803,2021-06-07,106,3,2,"8,52",18,"23,26,27"
1804,2021-06-07,129,5,1,"9,126",19,"20,21,26,4"
1805,2021-06-07,70,2,3,"3,135",4,"22,24"
1806,2021-06-07,117,4,4,"28,150",19,"9,4,3,15"
1807,2021-06-07,179,5,5,"3,78",6,"13,18,26,24"
1808,2021-06-07,139,4,5,"42,190",8,"6,10,12,18"
1809,2021-06-07,34,3,6,"8,52",19,"28,20,19"
1810,2021-06-07,74,5,2,"32,142",18,"14,18,28,31"
1811,2021-06-07,3,5,4,"43,82",11,"31,19,18,10,9"
1812,2021-06-08,159,4,3,"42,190",12,"16,14,13,6"
1813,2021-06-08,60,4,5,"156,48",13,"18,19,21,25"
1814,2021-06-08,60,4,4,"180,192",19,"19,18,5,31"
1815,2021-06-08,107,4,3,"9,162",19,"28,29,6"
